name,offset,inferred_end,inferred_size,module_index,kind
Decode_Star_Player_Presence_,878969,879070,101,104,4
Target_Colony_To_Planet_,879070,879095,25,104,4
Target_Planet_To_Colony_,879095,879116,21,104,4
Get_Combat_Ships_,879116,879266,150,104,5
Update_Player_Needs_To_Attack_,879266,879428,162,104,5
Kill_Noncombat_Ships_,879428,879565,137,104,5
Closest_Other_Colony_Star_,879565,879786,221,104,4
Determine_Retreat_Ships_,879786,880210,424,104,5
Process_Retreating_Ships_,880210,881411,1201,104,4
AI_Can_Retreat_,881411,881475,64,104,5
Russ_Combat_,881475,882296,821,104,5
Expected_Bomb_Hits_,882296,882354,58,104,5
Get_Ship_Strength_Info_,882354,882855,501,104,5
Get_Best_Colony_Target_,882855,883577,722,104,5
Human_Confirms_Attack_,883577,883931,354,104,5
Get_Local_Human_Target_,883931,884170,239,104,5
Get_AI_Target_,884170,884777,607,104,5
Get_NPC_Target_,884777,885140,363,104,5
Pick_Attacker_At_Star_,885140,885297,157,104,5
Player_May_Attack_Player_,885297,885428,131,104,5
Collect_Targets_For_Combat_,885428,885786,358,104,5
Some_Star_Player_Is_Busy_,885786,885925,139,104,5
Pick_Star_And_Attacker_,885925,886173,248,104,4
Strategic_Results_Popup_,886173,886263,90,104,5
Bomb_Results_Popups_,886263,886432,169,104,5
Has_Stellar_Converter_,886432,886503,71,104,5
N_Enemy_Stars_In_Range_,886503,886585,82,104,4
N_Enemy_Stars_,886585,886646,61,104,5
Player_Owns_Transports_,886646,886738,92,104,5
Do_Attacker_Beat_Colony_Stuff_,886738,889688,2950,104,5
Reset_Combat_Ships_At_Current_Star_Has_Player_,889688,889740,52,104,5
Do_1_Combat_,889740,890985,1245,104,5
Planet_Has_Splinter_Colony_,890985,890993,8,104,5
Find_Planet_At_Star_Satisfying_,890993,891067,74,104,4
Free_Colony_Slot_,891067,891122,55,104,4
Reset_One_Shot_System_Special_,891122,891175,53,104,4
Do_System_Discoveries_At_Star_,891175,892115,940,104,5
Do_Dragon_Bribe_,892115,892258,143,104,5
Search_For_Battles_,892258,893681,1423,104,4
Client_Combat_Loop_,893681,895178,1497,104,4
GNN_Reports_Combat_,895178,895259,81,104,5
Do_Nonhuman_Attack_Against_Human_,895259,895649,390,104,5
Do_Net_Combat_Update_,895649,897426,1777,104,4
Compute_Contacts_,897426,898241,815,105,4
_orbit_consts,898241,898269,28,106,5
Points_On_Same_Side_Of_Line_,898269,898353,84,106,4
Point_Within_D_Of_Seg_,898353,899013,660,106,4
Collect_Black_Holes_,899013,899069,56,106,4
Black_Hole_Blocks_Points_,899069,899197,128,106,4
Initialize_Black_Hole_Blocks_,899197,899528,331,106,4
Point_Is_In_Nebula_N_,899528,899642,114,106,4
Point_Is_In_Some_Nebula_,899642,899708,66,106,4
Star_Is_In_Some_Nebula_,899708,899734,26,106,4
Initialize_Star_In_Nebula_Info_,899734,899779,45,106,4
Point_Is_In_Warp_Field_Interdictor_Of_Star_,899779,899852,73,106,4
Move_Player_1_Turn_To_Star_,899852,900274,422,106,4
Union_Find_,900274,900480,206,106,4
Map_Is_Connected_,900480,900729,249,106,4
Parsecs_Between_Points_,900729,900791,62,106,4
Parsecs_Between_Stars_,900791,900843,52,106,4
Get_Orbit_Display_X_Y_,900843,901067,224,106,4
Get_Orbit_From_X_Y_,901067,901342,275,106,4
Actual_Expected_Damage_,901342,901468,126,106,4
Compute_Player_Ground_Combat_Bonuses_,901468,901807,339,107,4
Compute_Colony_Officer_Bonus_,901807,901885,78,107,5
Compute_Attacker_Officer_Bonus_,901885,902048,163,107,5
Find_Troops_,902048,902094,46,107,5
Compute_Ground_Combat_Info_,902094,902398,304,107,5
Ground_Combat_Round_,902398,902657,259,107,4
Resolve_Ground_Combat_,902657,902686,29,107,4
Colony_N_Militia_,902686,902746,60,107,5
Get_Rebellion_Info_,902746,903015,269,107,5
Get_Boarding_Info_,903015,903217,202,107,4
Get_Invasion_Info_,903217,903548,331,107,4
Enforce_Population_Limits_At_Colony_,903548,904037,489,107,4
Assign_New_Home_Planet_,904037,904183,146,107,4
Change_Pop_Ownership_,904183,904709,526,107,5
Resolve_Invasion_Troops_,904709,904906,197,107,5
Resolve_Rebellion_Troops_,904906,905025,119,107,5
Change_Colony_Ownership_,905025,905824,799,107,4
Check_Rebellion_,905824,906314,490,107,5
Check_All_Rebellions_,906314,906379,65,107,4
Invade_,906379,906653,274,107,4
Colony_Infantry_Limit_,906653,906727,74,107,4
Colony_Infantry_Barracks_Limit_,906727,906781,54,107,4
Colony_Tank_Limit_,906781,906868,87,107,4
Colony_Tank_Barracks_Limit_,906868,906935,67,107,4
Unload_Transports_,906935,907027,92,107,4
Compute_Colony_Ground_Combat_Info_,907027,907171,144,107,4
Compute_Stars_In_Range_Of_Player_,907171,907311,140,108,5
Player_Lose_Out_Of_Range_Ships_,907311,907455,144,108,5
Lose_Out_Of_Range_Ships_,907455,907528,73,108,4
Kill_Research_Buildings_,907528,907756,228,109,5
Building_Worth_,907756,908002,246,109,5
Phase1_Building_,908002,908061,59,109,5
Phase2_Building_,908061,908077,16,109,5
Phase3_Building_,908077,908085,8,109,5
Kill_Buildings_,908085,908479,394,109,5
Kill_Spy_,908479,908659,180,109,5
Ship_Is_At_Colony_,908659,908760,101,109,5
Ship_Scrap_Value_,908760,908791,31,109,4
Kill_Ships_,908791,909202,411,109,5
Make_Scrap_Ships_Dead_,909202,909280,78,109,4
Kill_Leaders_,909280,909488,208,109,5
Player_Maintenance_,909488,910497,1009,109,4
Load_Msg_Strings_,910497,912186,1689,110,4
Allocate_Msg_Slots_,912186,912376,190,110,4
First_Msg_For_Player_,912376,912386,10,110,4
N_Msgs_For_Player_,912386,912536,150,110,4
sprintf_msg_,912536,914985,2449,110,4
Add_Msg_,914985,915134,149,110,4
Add_Msg_All_,915134,915184,50,110,4
Goto_Msg_Colony_,915184,915302,118,110,4
Add_Diplomacy_Msg_,915302,915453,151,110,5
Add_War_Msg_,915453,915463,10,110,4
Add_Peace_Msg_,915463,915471,8,110,4
Add_Alliance_Msg_,915471,915479,8,110,4
Add_Nonaggression_Msg_,915479,915487,8,110,4
Add_Peace_Ended_Msg_,915487,915495,8,110,4
Add_Ongoing_Event_Msgs_,915495,916154,659,110,4
Add_Banner_Field_,916154,916304,150,111,5
Add_Choose_Net_Plyrs_Fields_,916304,916714,410,111,5
Add_Net_Next_Turn_Fields_,916714,917114,400,111,4
Add_Load_MP_Game_Screen_Fields_,917114,917383,269,111,5
Add_Choose_Multi_Net_Game_Fields_,917383,917658,275,111,5
Add_MP_Setup_Screen_Fields_,917658,918514,856,111,5
Add_Modem_Setup_Fields_,918514,919160,646,111,5
Add_Modem_String_Fields_,919160,919553,393,111,5
Add_Waiting_For_Joiners_Field_,919553,919631,78,111,4
Print_Modem_Strings_,919631,919875,244,111,5
Add_NullModem_Setup_Fields_,919875,920429,554,111,5
Valid_Net_Games_,920429,920460,31,111,5
Check_Modem_Init_Help_Fields_,920460,920718,258,111,5
Choose_Multi_Network_Game_Screen_,920718,921111,393,111,4
Choose_Network_Plyrs_Screen_,921111,921702,591,111,4
Confirmation_Of_Opponent_Joining_,921702,921717,15,111,5
Draw_Net_Next_Turn_Screen_,921717,923246,1529,111,4
Draw_Choose_Net_Plyrs_Screen_,923246,924103,857,111,4
Draw_Generic_Net_Info_Screen_,924103,924404,301,111,4
Draw_Join_Net_Screen_,924103,924404,301,111,4
Draw_Choose_Multi_Net_Game_Screen_,924404,924902,498,111,5
Draw_Load_MP_Game_Screen_,924902,925826,924,111,5
Draw_MP_Setup_Screen_,925826,926130,304,111,5
Draw_MP_Buttons_Down_,926130,926421,291,111,5
Draw_Modem_Setup_Screen_,926421,927554,1133,111,5
Draw_Fill_Seg_,927554,927671,117,111,5
Draw_Multi_Player_Banner_,927671,927924,253,111,4
Draw_NullModem_Setup_Screen_,927924,928907,983,111,5
Draw_SendGet_Net_Info_Screen_,928907,929253,346,111,4
Draw_Wait_For_New_Joiners_Screen_,929253,929614,361,111,4
Draw_Wait_For_Race_Info_Screen_,929614,929977,363,111,4
Get_Main_Palette_Base_Colors_,929977,930073,96,111,5
Get_Player_Colors_,930073,930235,162,111,5
Get_Net_Next_Turn_Player_Colors_,930235,930734,499,111,5
Get_Valid_MP_Save_Games_,930734,930798,64,111,5
Hotseat_Add_Next_Player_Fields_,930798,931050,252,111,5
Hotseat_Draw_Next_Player_,931050,931836,786,111,5
Hotseat_Get_Colors_,931836,932060,224,111,5
Hotseat_Get_N_Valid_Players_,932060,932110,50,111,5
Hotseat_Load_Next_Player_,932110,932391,281,111,5
Hotseat_Print_Player_Data_,932391,932552,161,111,5
Fade_In_Function_,932552,932580,28,111,5
Hotseat_Select_Player_,932580,933223,643,111,4
Hotseat_Set_Next_Player_Status_,933223,933385,162,111,5
Hotseat_Player_Status_,933385,933442,57,111,4
Load_Net_Next_Turn_Screen_,933442,933830,388,111,4
Load_Choose_Net_Plyrs_Screen_,933830,934099,269,111,5
Load_Choose_Multi_Net_Game_Screen_,934099,934317,218,111,5
Load_Load_MP_Game_Screen_,934317,934602,285,111,5
Load_MP_Setup_Pictures_,934602,935099,497,111,5
Load_Modem_Setup_Screen_,935099,935387,288,111,5
Copy_Modem_Defaults_To_Net_Struct_,935387,935655,268,111,5
Set_Default_Modem_Settings_,935655,935776,121,111,4
Load_Multi_Player_Game_Screen_,935776,936321,545,111,4
Load_NullModem_Setup_Screen_,936321,936648,327,111,5
Modem_Setup_Screen_,936648,937369,721,111,5
Multi_Player_Screen_,937369,938506,1137,111,4
NullModem_Setup_Screen_,938506,938955,449,111,5
Reload_Generating_Map_Info_,938955,938967,12,111,4
Reload_Generic_Net_Info_,938967,939168,201,111,4
Reload_Getting_Data_Info_,939168,939198,30,111,4
Reload_Initializing_Net_Info_,939198,939215,17,111,4
Reload_Join_Net_Screen_,939215,939225,10,111,4
Reload_Sending_Data_Info_,939225,939291,66,111,4
Reload_Wait_For_Race_Info_,939291,939306,15,111,4
Reload_Waiting_For_Joiners_Screen_,939306,939379,73,111,4
N_Net_Players_Chosen_Positions_,939379,939428,49,111,4
Chat_Box_Input_Loop_,939428,939665,237,111,4
Set_Multi_Player_Game_Type_,939665,939895,230,111,5
Change_MP_Game_Name_,939895,940163,268,111,5
Load_Netmox_Strings_,940163,940340,177,112,4
Net_Exit_With_Message_,940340,940345,5,112,5
Basic_Update_,940345,940703,358,112,5
Main_Receive_Message_,940703,944065,3362,112,5
Receive_Message_,944065,944150,85,112,4
Mox_Send_Message_,944150,944638,488,112,4
Mox_Net_Update_,944638,946064,1426,112,4
fseek_modem_file_,946064,946137,73,112,5
fgetc_modem_file_,946137,946211,74,112,5
fread_modem_file_,946211,946301,90,112,5
fwrite_modem_file_,946301,946411,110,112,5
Make_Difference_Buffer_,946411,946897,486,112,4
Decode_Difference_Buffer_,946897,947138,241,112,5
Open_Modem_File_,947138,947276,138,112,4
Close_Modem_File_,947276,947323,47,112,4
Write_Modem_File_,947323,947405,82,112,4
Broadcast_Game_Data_Differential_,947405,948726,1321,112,4
Decode_Broadcast_Game_Data_Differential_,948726,949909,1183,112,4
Send_Game_Orders_,949909,951223,1314,112,4
Ditch_Leader_,951223,951256,33,112,5
Decode_Game_Orders_,951256,952536,1280,112,4
Send_Pick_Target_Info_,952536,953486,950,112,4
Decode_Pick_Target_Info_,953486,954264,778,112,4
Send_You_Are_Target_Info_,954264,955363,1099,112,4
Decode_You_Are_Target_Info_,955363,956177,814,112,4
Russ_Event_Monster_Update_,956177,956252,75,112,4
Russ_Change_Relations_,956252,956365,113,112,4
Send_Battle_Results_,956365,957528,1163,112,4
Decode_Battle_Results_,957528,958557,1029,112,4
Send_Pick_Your_Position_,958557,958675,118,112,4
Decode_Pick_Your_Position_,958675,958724,49,112,5
Send_Dragon_Info_,958724,958786,62,112,4
Decode_Dragon_Info_,958786,958828,42,112,5
Net_Id_To_Player_Id_,958828,958883,55,112,4
Get_Next_AI_Talker_,958883,959088,205,112,5
Net_Request_AI_Diplomacy_,959088,959145,57,112,4
Net_May_Begin_AI_Diplomacy_,959145,959173,28,112,4
Net_End_AI_Diplomacy_,959173,959375,202,112,4
Net_Cancel_AI_Diplomacy_Request_,959375,959441,66,112,4
Net_Cancel_AI_Diplomacy_Confirmed_,959441,959452,11,112,4
No_AI_Diplomacy_Allowed_,959452,959478,26,112,4
Net_Request_Human_Diplomacy_,959478,959777,299,112,4
Net_May_Begin_Human_Diplomacy_,959777,959819,42,112,4
Allowed_To_Cancel_Human_Diplomacy_,959819,959830,11,112,4
Net_Cancel_Human_Diplomacy_Request_,959830,959907,77,112,4
Human_Hit_Next_Turn_,959907,959914,7,112,4
Net_End_Human_Diplomacy_,959914,959929,15,112,4
Human_Diplomat_Says_Wait_,959929,959942,13,112,4
Net_Diplomacy_With_,959942,959950,8,112,4
Human_Requesting_Diplomacy_,959950,960035,85,112,4
Accept_Diplomacy_Request_,960035,960296,261,112,4
Refuse_Diplomacy_Request_,960296,960372,76,112,4
Tell_Diplomacy_Requester_To_Wait_,960372,960405,33,112,4
Humans_Requesting_Diplomacy_,960405,960411,6,112,4
Net_Human_Rejected_Diplomacy_,960411,960432,21,112,4
Send_Drop_Out_Info_,960432,960674,242,112,5
Decode_Drop_Out_Info_,960674,960892,218,112,5
Human_Abdicates_,960892,960905,13,112,4
Human_Surrenders_,960905,960913,8,112,4
Load_Netstart_Strings_,960913,961111,198,113,4
Russ_Net_Init_,961111,961137,26,113,5
Russ_Net_Create_Game_,961137,961172,35,113,5
Mox_Net_Uninit_,961172,961219,47,113,4
Dump_Users_,961219,961240,21,113,4
Net_Select_Race_,961240,961669,429,113,5
Net_Pick_Position_,961669,962176,507,113,5
Do_Answer_,962176,962267,91,113,5
Join_Net_Screen_,962267,963058,791,113,4
Do_Dial_,963058,963195,137,113,5
Load_Net_Screen_,963195,964581,1386,113,4
Start_Net_Screen_,964581,966261,1680,113,4
Request_Banner_Color_,966261,966369,108,113,4
Request_Race_,966369,966518,149,113,4
Unrequest_Race_,966518,966575,57,113,4
Load_Netturn_Strings_,966575,966626,51,114,4
Host_Next_Turn_,966626,967321,695,114,5
Must_Broadcast_AI_Player_Data_,967321,967378,57,114,5
Client_Next_Turn_,967378,967792,414,114,5
Net_Next_Turn_,967792,968357,565,114,4
Net_Init_Host_Election_,968357,968500,143,114,4
Choose_Hyper_Advanced_Tech_,968500,968620,120,115,5
Get_Competition_Player_Tech_Value_,968620,968773,153,115,5
Calc_Tech_Value_,968773,971161,2388,115,4
Get_Competition_Tech_Values_,971161,971289,128,115,5
Set_Competition_Tech_Values_,971289,971513,224,115,4
All_Gray_Boxes_Researched_,971513,971573,60,115,4
Choose_Tech_Application_,971573,972270,697,115,4
Load_Report_Strings_,972270,972447,177,116,4
sprintf_report_,972447,972778,331,116,4
Client_Initialize_Reports_,972778,972828,50,116,4
Initialize_Reports_,972828,972870,42,116,4
Add_Report_,972870,972917,47,116,4
Draw_Special_,972917,973037,120,116,4
Star_Has_Special_For_Player_,973037,973073,36,116,5
Set_Initial_Tech_,973073,973146,73,116,5
Explored_New_Star_,973146,973375,229,116,5
Player_Colony_Base_At_Star_,973375,973479,104,116,4
Player_Ship_Type_At_Star_,973479,973569,90,116,4
Colonization_,973569,974739,1170,116,5
Empty_Colony_Queue_,974739,974892,153,116,5
Need_To_Set_Occupation_Policy_,974892,975082,190,116,5
Has_Msg_,975082,975441,359,116,5
Has_Officer_For_Hire_,975441,975592,151,116,5
Has_Research_Breakthrough_,975592,975647,55,116,5
Has_Evolutionary_Upgrade_,975647,975705,58,116,5
Has_Report_,975705,975880,175,116,5
Has_Diplomacy_Messages_,975880,976148,268,116,5
Has_GNN_,976148,976210,62,116,5
Antarans_,976210,976446,236,116,5
Display_Report_Aux_,976446,976773,327,116,4
Display_Report_,976773,976787,14,116,4
Redirect_Newly_Built_Ships_,976787,977003,216,116,5
Must_Display_Reports_,977003,977085,82,116,4
Assert_Settings_,977085,977086,1,117,4
Mox_Update_,977086,977096,10,117,4
Release_All_Blocks_,977096,977108,12,117,4
Null_Autofunction_,977108,977109,1,117,4
PFMT_,977109,977114,5,117,4
Get_Weighted_Choice_Char_,977114,977197,83,117,4
Get_Weighted_Choice_Short_,977197,977263,66,117,4
Get_Weighted_Choice_Int_,977263,977333,70,117,4
Shuffle_Char_,977333,977397,64,117,4
Shuffle_Sint_,977397,977468,71,117,4
Shuffle_Int_,977468,977538,70,117,4
Shuffle_,977538,977728,190,117,4
Star_To_Monster_,977728,977745,17,117,4
Star_Name_,977745,977776,31,117,4
Compare_Ratios_,977776,977952,176,117,4
Make_Player_Into_AI_,977952,978073,121,117,4
Make_All_AI_Game_,978073,978138,65,117,4
Load_Russ_Strings_,978138,978239,101,117,4
Settler_ETA_,978239,978295,56,118,5
Room_For_Another_,978295,978508,213,118,5
Pop_Tries_To_Settle_,978508,978965,457,118,4
Add_Settler_To_Colony_,978965,979222,257,118,5
Settle_Pop_,979222,979474,252,118,4
Move_Settlers_,979474,980087,613,118,4
N_Freighters_Player_Can_Scrap_,980087,980118,31,118,4
Ship_Range_,980118,980201,83,119,4
Star_In_Range_Of_Player_Aux1_,980201,980371,170,119,5
Star_In_Range_Of_Player_Aux2_,980371,980472,101,119,5
Star_In_Range_Of_Player_,980472,980582,110,119,4
Star_In_Normal_Range_Of_Player_,980582,980618,36,119,4
Star_In_Extended_Range_Of_Player_,980618,980670,52,119,4
Can_Order_Ship_,980670,980889,219,119,4
Ships_Try_To_Move_To_,980889,981974,1085,119,4
Player_N_Turns_From_Star_To_Star_,981974,982280,306,119,4
Make_Ships_Move_To_,982280,982473,193,119,4
Ship_Is_Moving_,982473,982490,17,119,4
Make_Ship_Arrive_At_Star_,982490,982762,272,119,5
Move_All_Ships_Toward_Stars_,982762,983056,294,119,4
Create_Nonplayer_Ship_,983056,983323,267,119,4
Allocate_New_Ship_Slots_,983323,983885,562,119,4
Update_Player_Ship_Range_,983885,983948,63,119,5
Update_All_Ship_Ranges_,983948,984050,102,119,4
Ship_Destination_Star_,984050,984092,42,119,4
Update_Ship_ETAs_,984092,984345,253,119,4
Do_Wormhole_Event_,984345,984600,255,119,4
Do_Hyperspace_Beast_,984600,985128,528,119,4
Unmark_Just_Built_AI_Ships_,985128,985213,85,119,4
Reset_Needless_Ignore_Combat_Ships_Flags_,985213,985539,326,119,4
Player_Has_Ships_Pestering_Other_Player_,985539,985662,123,119,4
Tech_Spy_Bonus_,985662,985731,69,120,5
Compute_Spy_Bonuses_,985731,986053,322,120,4
Frame_Another_,986053,986393,340,120,5
Allocate_AI_Spies_,986393,987548,1155,120,4
Steal_App_,987548,987914,366,120,5
Destroy_Random_Building_,987914,988291,377,120,5
N_Spies_Bonus_,988291,988324,33,120,5
Resolve_Player_Spies_,988324,989032,708,120,5
Leader_Assassinates_,989032,989347,315,120,5
Resolve_Assassins_,989347,989483,136,120,5
Resolve_Spies_,989483,989680,197,120,4
Bring_Home_Spies_Vs_,989680,989762,82,120,4
Compute_N_Trade_And_Research_Pops_,989762,990012,250,121,5
Base_Trade_Agreement_Goal_,990012,990116,104,121,4
Trade_Agreement_Goal_,990116,990355,239,121,5
Base_Research_Agreement_Goal_,990355,990405,50,121,4
Research_Agreement_Goal_,990405,990547,142,121,5
Process_Trade_Agreement_,990547,990693,146,121,5
Process_Research_Agreement_,990693,990839,146,121,5
Process_Trade_And_Research_Agreements_,990839,990947,108,121,4
Start_Trade_Agreement_,990947,991106,159,121,4
Start_Research_Agreement_,991106,991287,181,121,4
Bill_Init_,991287,991342,55,122,4
Bill_Default_,991342,991370,28,122,4
Record_History_,991370,992296,926,122,4
Is_Ignoring_,992296,992333,37,122,4
Stop_Ignoring_,992333,992366,33,122,4
Concatenate_Percent_,992366,992395,29,122,4
Get_Active_Players_,992395,992583,188,122,4
Get_Players_Dead_Or_Alive_,992583,992663,80,122,4
Get_Players_Dead_Or_Alive_Or_Omniscient_,992663,992819,156,122,4
Get_Players_Alive_Or_Omniscient_,992819,992975,156,122,4
Get_Their_Spy_Number_,992975,993009,34,122,4
Get_Their_Spy_Mission_,993009,993041,32,122,4
Get_My_Spy_Number_,993041,993081,40,122,4
Get_My_Spy_Mission_,993081,993119,38,122,4
Get_My_Agent_Number_,993119,993142,23,122,4
Get_My_Agent_Mission_,993142,993165,23,122,4
Set_Their_Spy_Number_,993165,993205,40,122,4
Set_Their_Spy_Mission_,993205,993241,36,122,4
Set_My_Spy_Number_,993241,993293,52,122,4
Set_My_Spy_Mission_,993293,993341,48,122,4
Set_My_Agent_Number_,993341,993394,53,122,4
Set_My_Agent_Mission_,993394,993442,48,122,4
Take_Their_Spy_,993442,993493,51,122,4
Take_My_Spy_,993493,993554,61,122,4
Take_My_Agent_,993554,993611,57,122,4
Add_Their_Spy_,993611,993666,55,122,4
Add_My_Spy_,993666,993684,18,122,4
Add_My_Agent_,993684,993745,61,122,4
Get_History_Params_,993745,993786,41,122,4
Update_List_Window_Data_,993786,994527,741,122,4
Turn_Off_Palettes_,994527,994549,22,122,4
Turn_On_Palettes_,994549,994553,4,122,4
Disable_Draw_Current_Fields_,994553,994587,34,122,4
Enable_Draw_Current_Fields_,994587,994621,34,122,4
Draw_Prior_Fields_,994621,994685,64,122,4
Disable_Draw_Selected_Fields_,994685,994708,23,122,4
Enable_Draw_Selected_Fields_,994708,994731,23,122,4
_Squeeze_Print_,994731,995088,357,122,4
Squeeze_Print_,995088,995107,19,122,4
Squeeze_Print_To_Bitmap_,995107,995133,26,122,4
Squeeze_Print_Right_,995133,995139,6,122,4
