name,start,provisional_end,size,instruction,opcode,target,direction,delta,target_owner,target_owner_start,target_relation,classification
_AIL_sequence_status,1256184,1256413,229,1256301,je,1244370,before,11814,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_sequence_tempo,1256413,1256642,229,1256530,je,1244370,before,12043,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_sequence_volume,1256642,1256871,229,1256759,je,1244370,before,12272,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_sequence_loop_count,1256871,1257100,229,1256988,je,1244370,before,12501,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_install_MDI_driver_image,1257100,1257349,249,1257237,je,1244370,before,12730,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_set_GTL_filename_prefix,1257349,1257458,109,1257453,jmp,1244073,before,13276,_AIL_restore_USE16_ISR,1243969,interior,shared_epilogue_or_tail
_AIL_timbre_status,1257458,1257707,249,1257595,je,1244370,before,13088,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_install_timbre,1257707,1257956,249,1257844,je,1244370,before,13337,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_protect_timbre,1257956,1258086,130,1258081,jmp,1243956,before,14000,_AIL_set_USE16_ISR,1243831,interior,shared_epilogue_or_tail
_AIL_unprotect_timbre,1258086,1258216,130,1258211,jmp,1243956,before,14130,_AIL_set_USE16_ISR,1243831,interior,shared_epilogue_or_tail
_AIL_active_sequence_count,1258216,1258445,229,1258333,je,1244370,before,13846,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_controller_value,1258445,1258694,249,1258582,je,1244370,before,14075,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_channel_notes,1258694,1258931,237,1258820,je,1244370,before,14324,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_sequence_position,1258931,1259195,264,1259058,je,1243959,before,14972,_AIL_set_USE16_ISR,1243831,interior,cross_function_conditional
_AIL_branch_index,1259195,1259313,118,1259308,jmp,1243823,before,15372,_AIL_set_real_vect,1243710,interior,shared_epilogue_or_tail
_AIL_register_prefix_callback,1259313,1259550,237,1259439,je,1244370,before,14943,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_register_trigger_callback,1259550,1259787,237,1259676,je,1244370,before,15180,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_register_sequence_callback,1259787,1260024,237,1259913,je,1244370,before,15417,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_register_event_callback,1260024,1260261,237,1260150,je,1244370,before,15654,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_register_timbre_callback,1260261,1260498,237,1260387,je,1244370,before,15891,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_set_sequence_user_data,1260498,1260628,130,1260623,jmp,1243956,before,16542,_AIL_set_USE16_ISR,1243831,interior,shared_epilogue_or_tail
_AIL_sequence_user_data,1260628,1260865,237,1260754,je,1244370,before,16258,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_register_ICA_array,1260865,1260983,118,1260978,jmp,1243823,before,17042,_AIL_set_real_vect,1243710,interior,shared_epilogue_or_tail
_AIL_lock_channel,1260983,1261212,229,1261100,je,1244370,before,16613,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_release_channel,1261212,1261330,118,1261325,jmp,1243823,before,17389,_AIL_set_real_vect,1243710,interior,shared_epilogue_or_tail
_AIL_map_sequence_channel,1261330,1261460,130,1261455,jmp,1243956,before,17374,_AIL_set_USE16_ISR,1243831,interior,shared_epilogue_or_tail
_AIL_true_sequence_channel,1261460,1261697,237,1261586,je,1244370,before,17090,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_send_channel_voice_message,1261697,1261850,153,1261845,jmp,1243959,before,17738,_AIL_set_USE16_ISR,1243831,interior,shared_epilogue_or_tail
_AIL_send_sysex_message,1261850,1261968,118,1261963,jmp,1243823,before,18027,_AIL_set_real_vect,1243710,interior,shared_epilogue_or_tail
_AIL_create_wave_synthesizer,1261968,1262232,264,1262115,je,1244370,before,17598,_AIL_call_driver,1244104,interior,cross_function_conditional
_AIL_destroy_wave_synthesizer,1262232,1262341,109,1262336,jmp,1244073,before,18159,_AIL_restore_USE16_ISR,1243969,interior,shared_epilogue_or_tail
_Alphabet,1263938,1263975,37,1263963,jo,1264078,after,103,Print_Character_ASM_,1264076,interior,cross_function_conditional
far_other_strlen_,1272087,1272122,35,1272113,je,1272082,before,5,far_strlen_,1272051,interior,near_predecessor_epilogue
scan_string_,1299937,1300228,291,1300223,jmp,1299931,before,6,scan_char_,1299788,interior,near_predecessor_epilogue
scan_float_,1300639,1301430,791,1301425,jmp,1299931,before,708,scan_char_,1299788,interior,shared_epilogue_or_tail
__parse_tz_,1313976,1314031,55,1314014,jne,1314624,after,593,parse_rule_,1314364,interior,cross_function_conditional
__MemAllocator,1316274,1316442,168,1316437,jmp,1316704,after,262,__MemFree,1316442,interior,shared_epilogue_or_tail
__MemFree,1316442,1316709,267,1316450,je,1316437,before,5,__MemAllocator,1316274,interior,near_predecessor_epilogue
__FreeDPMIBlocks_,1316790,1316882,92,1316803,je,1317536,after,654,RationalAlloc_,1317333,interior,cross_function_conditional
__CreateNewNHeap_,1317542,1317718,176,1317559,jmp,1317533,before,9,RationalAlloc_,1317333,interior,near_predecessor_epilogue
_AIL_API_startup,1335158,1335420,262,1335415,jmp,1331080,before,4078,_AILA_startup,1331080,entry,tail_call
_AIL_API_sample_user_data,1342000,1342048,48,1342024,jl,1342148,after,100,_AIL_API_minimum_sample_buffer_size,1342048,interior,cross_function_conditional
_AIL_VOC_terminate,1342686,1342780,94,1342744,ja,1342871,after,91,_AIL_process_VOC_block,1342780,interior,cross_function_conditional
_AIL_WAV_EOS,1342686,1342780,94,1342744,ja,1342871,after,91,_AIL_process_VOC_block,1342780,interior,cross_function_conditional
AILXMIDI_end_,1357088,1357844,756,1357796,jmp,1357852,after,8,AILXDIG_start_,1357844,interior,near_successor_boundary
XDIG_set_pitch_,1358474,1358740,266,1358735,jmp,1358468,before,6,XDIG_set_volume_,1358366,interior,near_predecessor_epilogue
_AIL_API_destroy_wave_synthesizer,1360165,1360249,84,1360244,jmp,1359782,before,383,_XDIG_MIDI_trap,1358777,interior,shared_epilogue_or_tail
__assert_,1367844,1367875,31,1367869,jmp,1389193,after,21318,abort_,1389193,entry,tail_call
AllocateGreenleafPortStructure_,1368304,1368328,24,1368318,jmp,1389083,after,20755,calloc_,1389083,entry,tail_call
AllocateTXBuffer_,1368380,1368404,24,1368394,jmp,1389083,after,20679,calloc_,1389083,entry,tail_call
AllocateRXBuffer_,1368428,1368452,24,1368442,jmp,1389083,after,20631,calloc_,1389083,entry,tail_call
_CopyToFarMem_,1368956,1369000,44,1368976,jle,1368949,before,7,_FarMemSet_,1368912,interior,near_predecessor_epilogue
__int_ctrl_break_handler_,1374651,1374771,120,1374749,jmp,1374619,before,32,__int23_handler_,1374502,interior,shared_epilogue_or_tail
__restore_int_ctrl_break_,1375357,1375413,56,1375378,je,1375347,before,10,__restore_int23_,1374919,interior,near_predecessor_epilogue
close_,1376268,1376300,32,1376278,jbe,1275086,before,101182,__close_,1275086,entry,cross_function_conditional
__init_80x87,1392944,1394320,1376,1394309,jmp,1394320,after,0,_SmackGetSizeTables,1394320,entry,near_successor_boundary
_SmackGetSizeTables,1394320,1394336,16,1394326,jmp,1394336,after,0,_SmackDoTables,1394336,entry,near_successor_boundary
_SmackDoTables,1394336,1405728,11392,1395886,jmp,1406400,after,672,_Unsmack,1405728,interior,shared_epilogue_or_tail
_Unsmack,1405728,1406704,976,1406177,jmp,1394976,before,10752,_SmackDoTables,1394336,interior,shared_epilogue_or_tail
_SmackDoPCM,1406704,1408800,2096,1408792,jmp,1408800,after,0,_SmackGetSizeDeltas,1408800,entry,near_successor_boundary
_SmackGetSizeDeltas,1408800,1408832,32,1408823,jmp,1408832,after,0,_SmackGetRect,1408832,entry,near_successor_boundary
_SmackGetRect,1408832,1409120,288,1409105,jmp,1409120,after,0,_SmackRemapTables,1409120,entry,near_successor_boundary
